项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,1 ,日,,,,
2024年,1 ,月,7 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,8079,21474,21474,82.29%,31.46%,31.46%,"1、立磨1:15-5:30无循环水停机。
2、窑1:15-4:30无循环水止料。"
,SRC/OWC生料,,,,,,,
回转窑,OPC熟料,4950 ,14246,14246,86.46%,33.08%,33.08%,
,SRC/OWC熟料,,,,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,8 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9420,30894,30894,100.00%,40.03%,40.03%,
,SRC/OWC生料,,,,,,,
回转窑,OPC熟料,5716,19962,19962,100.00%,41.45%,41.45%,
,SRC/OWC熟料,,,,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,9 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9067,39961,39961,100.00%,46.69%,46.69%,重油库存低窑磨同步减产。
,SRC/OWC生料,,0,0,,,,
回转窑,OPC熟料,5395,25357,25357,100.00%,47.95%,47.95%,
,SRC/OWC熟料,,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,10 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7649,47610,47610,86.25%,50.65%,50.65%,立磨8:25-11:43粘土板喂机脱轨停机处理
,SRC/OWC生料,,0,0,,,,
回转窑,OPC熟料,4952,30309,30309,100.00%,53.16%,53.16%,
,SRC/OWC熟料,,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,11 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7669,55279,55279,85.75%,53.84%,53.84%,"1、立磨6:02-9:05粘土板喂机脱轨停机处理。
2、立磨23:38计划停机。
3、窑重油供不上24:00止料检修。"
,SRC/OWC生料,,0,0,,,,
回转窑,OPC熟料,4993,35302,35302,100.00%,57.42%,57.42%,
,SRC/OWC熟料,,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,12 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,49.35%,49.35%,窑重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,52.63%,52.63%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,13 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,45.55%,45.55%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,48.58%,48.58%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,14 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,42.30%,42.30%,重油供不上停机检修。
,SRC/OWC生料,,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,45.11%,45.11%,
,SRC/OWC熟料,,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,15 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,39.48%,39.48%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,42.11%,42.11%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,16 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,37.01%,37.01%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,39.47%,39.47%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,17 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,34.84%,34.84%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,37.15%,37.15%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,18 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,32.90%,32.90%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,35.09%,35.09%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,19 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,31.17%,31.17%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,33.24%,33.24%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,20 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,29.61%,29.61%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,31.58%,31.58%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,21 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,28.20%,28.20%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,30.08%,30.08%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,22 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,26.92%,26.92%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,28.71%,28.71%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,23 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,25.75%,25.75%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,27.46%,27.46%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,24 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,24.68%,24.68%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,26.32%,26.32%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,25 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,23.69%,23.69%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,25.26%,25.26%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,26 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,22.78%,22.78%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,24.29%,24.29%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,27 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,21.93%,21.93%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,23.39%,23.39%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,28 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,21.15%,21.15%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,22.56%,22.56%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,29 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,20.42%,20.42%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,21.78%,21.78%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,30 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,19.74%,19.74%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,21.05%,21.05%,
,SRC/OWC熟料,0,0,0,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2024年,1 ,月,31 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,55279,55279,0.00%,19.10%,19.10%,重油供不上停机检修。
,SRC/OWC生料,0,0,0,,,,
回转窑,OPC熟料,0,35302,35302,0.00%,20.37%,20.37%,
,SRC/OWC熟料,0,0,0,,,,
